id,text,topic
13521,blackout guasto guasto blackout impianto illuminazione tratto problema cabina zona buio problema danno cabina cabina servizio guasto comune illuminazione servizio illuminazione torrente circonvallazione blackout guasto illuminazione incidente mancanza ,  true
13522,blackout blackout squadra ,  true
13523,blackout elettrico elettrico ,  false
13524, rame elettrico rame elettrico zona corrente causa mancanza intervento intervento elettrico furto rame ,  false
13525, guasto rete traffico guasto rete traffico incrocio intervento perdita acqua conduttura polizia traffico circolazione tratto ripristino rete distribuzione acqua rete zona comune comune ,  true
13526, causa guasto elettrico territorio lavoro lavoro struttura livello zona lavoro ,  true
13527, servizio sospensione erogazione chiusura provincia erogazione sospensione servizio sospensione erogazione chiusura utenza gestore interruzione utenza interruzione fornitura servizio notizia ,  false
13528, servizio ,  false
13529, sospensione flusso manutenzione manutenzione condotta comune sospensione flusso ripristino servizio ,  false
13530,blackout elettrico elettrico ,  false
13531,emergenza emergenza incubo carenza acqua guasto condotta carenza acqua acqua interruzione servizio luce comune causa interruzione erogazione acqua casa danno secco servizio fornitura sospensione fornitura acqua tempo interruzione servizio comune servizio servizio interruzione emergenza servizio erogazione acqua danno acqua acqua ,  true
13532, rete distribuzione rete distribuzione intervento manutenzione sistema elettrico territorio zona distribuzione cabina alimentazione zona impianto intervento servizio disservizio sicurezza interruzione servizio elettrico distribuzione distribuzione corrente maltempo lavoro programma ,  false
13533,emergenza emergenza incubo carenza acqua guasto condotta carenza acqua acqua interruzione servizio luce comune causa interruzione erogazione acqua casa danno secco servizio fornitura sospensione fornitura acqua tempo interruzione servizio comune servizio servizio interruzione emergenza servizio erogazione acqua danno acqua acqua ,  true
13534, acqua disservizio acqua servizio interruzione erogazione acqua interruzione erogazione rete servizio pressione acqua ,  false
13535,maltempo tempesta tempesta popolazione corrente aeroporto causa maltempo neve tempesta vittima ondata maltempo buio paese ,  false
13536, servizio sospensione erogazione chiusura provincia erogazione sospensione servizio sospensione erogazione chiusura utenza gestore interruzione utenza interruzione fornitura servizio notizia ,  false
13537,emergenza emergenza incubo carenza acqua guasto condotta carenza acqua acqua interruzione servizio luce comune causa interruzione erogazione acqua casa danno secco servizio fornitura sospensione fornitura acqua tempo interruzione servizio comune servizio servizio interruzione emergenza servizio erogazione acqua danno acqua acqua ,  true
13538, sospensione flusso manutenzione manutenzione condotta comune sospensione flusso ,  false
13539,blackout elettrico elettrico ,  false
13540,blackout blackout energia buio ondata maltempo causa blackout interruzione energia energia gas servizio distribuzione tecnico emergenza ,  true
13541, interruzione energia carenza territorio interruzione energia carenza interruzione energia carenza popolazione interruzione energia problema causa manutenzione rete paese interruzione problema carenza rete consorzio comunicazione casa popolazione pressione acqua paese ,  false
13542, corrente corrente distribuzione programma zona erogazione energia mancanza corrente interruzione energia tensione erogazione energia blackout distribuzione energia ,  true
13543, comunicazione distribuzione distribuzione manutenzione interruzione energia comune distribuzione interruzione linea servizio interruzione zona ,  false
13544, circolazione circolazione traffico circolazione linea guasto linea alimentazione lavoro circolazione circolazione linea guasto linea alimentazione rete gestore infrastruttura linea ,  true
13545, circolazione circolazione traffico circolazione linea guasto linea alimentazione lavoro circolazione circolazione linea guasto linea alimentazione rete gestore infrastruttura linea ,  true
13546,blackout lavoro emergenza maltempo emergenza neve impatto servizio elettrico rete intervento comunicazione azienda campo quadro mancanza energia azienda emergenza neve rete canale informazione distribuzione azienda tecnico energia gas sistema elettrico distribuzione erogazione blackout emergenza ,  true
13547,interruzione guasto pompa pozzo causa guasto pompa pozzo erogazione territorio comune comune comune riparazione ripristino erogazione disagio ,  true
13548,interruzione erogazione manutenzione acquedotto sospensione erogazione acqua mancanza acqua chiusura zona ,  false
13549,crisi interruzione servizio erogazione acqua servizio erogazione acqua comune tempo interruzione erogazione acqua erogazione acqua acqua servizio servizio erogazione acqua utenza erogazione servizio distribuzione acqua servizio distribuzione acqua interruzione fornitura servizio interruzione network zona zona servizio mancanza acqua secco comune disservizio pressione acqua ,  true
13550,erogazione acqua interruzione zona manutenzione rete erogazione acqua zona problema zona ospedale erogazione acqua interruzione zona ,  false
13551, guasto interruzione distribuzione condotta acqua diga conseguenza portata acqua distribuzione causa distribuzione ,  false
13552,emergenza interruzione servizio erogazione acqua servizio erogazione acqua comune tempo interruzione erogazione acqua erogazione acqua acqua servizio servizio erogazione acqua utenza erogazione servizio distribuzione acqua servizio distribuzione acqua interruzione fornitura servizio interruzione network zona zona servizio mancanza acqua secco comune disservizio pressione acqua ,  true
13553, maltempo ondata maltempo ondata maltempo nevicata ponte tempo maltempo calo tempo pressione tempo ,  false
13554,sospensione ,  false
13555, sospensione erogazione interruzione erogazione ,  false
13556, sospensione erogazione sospensione erogazione comune ,  false
13557, corrente danno perdita danno causa causa disservizio danno linea centrale disservizio cabina cavo fuoco cavo tensione ,  true
13558, blackout squadra blackout ,  true
13559,blackout lavoro emergenza maltempo ,  false
13560, gas gas interruzione fornitura conseguenza ,  false
13561,guasto intervento riparazione elettrico distribuzione energia intervento danno ,  true
13562, rete sospensione servizio comune interruzione acquedotto servizio comune ,  false
13563, acqua sospensione ente gestore servizio provincia comune servizio ,  false
13564, interruzione energia quartiere zona erogazione corrente causa rete distribuzione zona corrente tempo ente distribuzione energia ,  false
13565, comune acqua interruzione fornitura acqua ,  false
13607, buio protezione allarme zona zona segnalazione comune intervento illuminazione disagio area metro buio lavoro luce comune illuminazione ,  false
13566, acqua acqua interruzione fornitura acqua acqua servizio erogazione acqua acqua fornitura acqua acqua erogazione acqua disservizio disservizio mancanza acqua territorio acqua acqua acqua comune rete comune acqua acqua acqua regione regione comune acqua acqua rete acqua acqua acqua acqua erogazione acqua erogazione acqua servizio servizio acqua regione portata servizio servizio interruzione fornitura acqua fornitura acqua disservizio acqua tempo acqua acqua casa acqua acqua comune ,  false
13567, acqua acqua acqua comune interruzione erogazione installazione causa mancanza acqua chiusura scuola scuola interruzione erogazione chiusura ,  false
13568, elettrico lavoro emergenza maltempo emergenza neve impatto servizio elettrico rete intervento comunicazione azienda campo quadro mancanza energia azienda emergenza neve rete canale informazione distribuzione azienda tecnico energia gas sistema elettrico distribuzione erogazione ,  true
13569, rete sospensione servizio comune erogazione sospensione ripristino ,  false
13570, manutenzione rete intervento acquedotto manutenzione rete acquedotto sospensione erogazione acqua coda flusso interruzione flusso servizio emergenza acquedotto acquedotto rete ,  false
13571, erogazione erogazione territorio servizio comune comune acquedotto erogazione ripristino manutenzione sospensione ripristino autoclave acquedotto area acqua interruzione ,  false
13572, blackout ,  false
13573, ,  false
13574, interruzione energia quartiere zona erogazione corrente causa rete distribuzione zona corrente tempo ente distribuzione energia ,  false
13575, energia internet causa interruzione energia internet utenza ,  true
13576, interruzione fornitura interruzione fornitura fornitura energia comune manutenzione ,  false
13577, elettrico distribuzione distribuzione rete maltempo ,  false
13578, elettrico energia interruzione causa fuoco ,  true
13579, servizio servizio comune manutenzione ,  false
13580,terremoto area sospensione terremoto terremoto provincia terremoto terremoto terremoto maltempo provincia maltempo sisma regione protezione emergenza area zona sisma rischio blocco sospensione territorio servizio servizio sisma causa maltempo comune terremoto blocco area provincia maltempo terremoto terremoto ,  false
13581, servizio servizio servizio acqua pozzo fornitura ,  false
13582, gas gas interruzione fornitura conseguenza ,  false
13583,interruzione comune comune manutenzione rete comune erogazione blocco tratto incrocio blocco ripristino servizio acqua tempo ,  false
13584, rete sospensione servizio comune interruzione acquedotto servizio comune ,  false
13585, erogazione erogazione territorio servizio comune comune acquedotto erogazione ripristino manutenzione sospensione ripristino autoclave acquedotto area acqua interruzione ,  false
13586, energia energia comune causa interruzione energia collegamento rete zona interruzione polizia collegamento server rete ,  false
13587,energia ,  false
13588, condotta acqua condotta acqua tecnico acqua manutenzione condotta acquedotto interruzione erogazione interruzione erogazione intervento impianto autoclave ,  false
13589, interruzione servizio interruzione servizio intervento manutenzione rete operazione fornitura acqua sostituzione perdita servizio acqua ,  false
13590,maltempo albero traffico albero causa maltempo incidente frazione territorio fuoco ,  false
13591,blackout distribuzione rete ,  false
13592, campo servizio acqua luce disastro strada aeroporto rame rame ,  false
13593, interruzione energia interruzione energia interruzione energia servizio corrente causa ,  false
13594,interruzione energia energia collegamento rete comune causa interruzione energia collegamento rete zona interruzione polizia collegamento server rete comune energia ,  false
13595, gas ritardo linea interruzione fornitura energia gas distacco gas sospensione fornitura distacco distacco servizio sospensione gas ritardo ritardo utenza perdita ritardo corrente sospensione fornitura chiusura ,  false
13596,acqua acqua sospensione acqua comune tempo quadro acqua acqua sospensione interruzione fornitura acqua erogazione comune comune ,  false
13597,sospensione rete acquedotto sospensione servizio erogazione acqua comune tratto tratto tratto ripristino servizio acqua comune acqua acqua comune,  false
13598, acqua acqua comune acqua sospensione fornitura fornitura livello approvvigionamento acqua acqua sospensione acqua comune tempo quadro acqua acqua sospensione interruzione fornitura acqua erogazione comune ,  false
13599, acqua acqua erogazione acqua consorzio comune provvedimento urgenza chiusura chiusura causa sospensione consorzio lavoro ripristino condotta interruzione flusso comune territorio acqua erogazione sospensione servizio territorio acqua corrente servizio causa urgenza chiusura rischio mancanza acqua corrente provvedimento chiusura territorio polizia compagnia ente provvedimento provincia casa ,  false
13600,acqua acqua sospensione acqua comune tempo quadro acqua acqua sospensione interruzione fornitura acqua erogazione comune comune ,  false
13601, acqua perdita tratto fiume acqua acquedotto erogazione acqua mancanza problema fuoriuscita acqua tempo acqua strada acquedotto guasto abitazione problema serbatoio acquedotto acqua allarme acqua mancanza acqua chiusura network acquedotto autoclave acqua interruzione erogazione ente ,  true
13602,interruzione energia energia collegamento rete comune causa interruzione energia collegamento rete zona interruzione polizia collegamento server rete comune energia ,  false
13603, interruzione energia interruzione energia interruzione energia servizio corrente causa ,  false
13604,acqua ,  false
13605, acqua acqua erogazione acqua consorzio comune provvedimento urgenza chiusura chiusura causa sospensione consorzio lavoro ripristino condotta interruzione flusso comune territorio acqua erogazione sospensione servizio territorio acqua corrente servizio causa urgenza chiusura rischio mancanza acqua corrente provvedimento chiusura territorio polizia compagnia ente provvedimento provincia casa ,  false
13606, acqua acqua comune acqua sospensione fornitura fornitura livello approvvigionamento acqua acqua sospensione acqua comune tempo quadro acqua acqua sospensione interruzione fornitura acqua erogazione comune ,  false
13609,acqua area acqua fornitura acqua comune acqua sospensione fornitura fornitura livello approvvigionamento acqua acqua sospensione acqua comune tempo quadro acqua acqua sospensione interruzione fornitura acqua erogazione comune comune ,  false
13610, blackout blackout incendio circuito zona copertura edificio incendio circuito zona fuoco polizia malfunzionamento impianto elettrico incendio circuito fuoco ,  true
13611, blackout blackout ,  true
13612, elettrico segnalazione elettrico segnalazione elettrico comune segnalazione luce problema ,  false
13613,guasto danno notizia scontro acqua causa comune ritardo comune ,  false
13614, secco guasto rete secco guasto rete comune provincia pressione acqua causa guasto rete riparazione disagio riparazione guasto ,  true
13615,carenza rete acquedotto carenza rete acquedotto problema carenza guasto quadro elettrico allaccio acqua consorzio acqua comune energia acqua ,  true
13616,interruzione tecnico acqua manutenzione condotta acquedotto interruzione erogazione interruzione erogazione intervento impianto autoclave tecnico ,  false
13617,interruzione tecnico acqua manutenzione condotta acquedotto interruzione erogazione interruzione erogazione intervento impianto autoclave tecnico ,  false
13618,maltempo maltempo perturbazione pioggia regione regione caduta auto zona fuoco intervento vento albero interruzione traffico vento pioggia zona ,  false
13619,maltempo linea maltempo linea vento pioggia linea regione capoluogo vento fuoco provincia maltempo linea ritardo linea albero circolazione binario albero rete fuoco area sicurezza linea binario linea ,  false
13620,maltempo vento ritardo linea albero circolazione binario albero rete fuoco area sicurezza linea binario linea ,  false
13621, interruzione squadra casa ,  true
13622, zona zona corrente illuminazione quartiere allarme auto ,  false
13623,blackout ,  false
13624, interruzione fornitura interruzione fornitura fornitura energia comune manutenzione ,  false
13625, azienda scontro territorio regione ponte azienda gestore azienda ponte fornitura energia impianto azienda azienda azienda regione provvedimento sospensione azienda pericolo ponte tempo energia gestore provvedimento sospensione ,  false
13626, comune zona corrente buio causa guasto tecnico interruzione fornitura energia azienda servizio acqua buio ,  true
13627,maltempo temporale blackout buio elettrico temporale buio conseguenza guasto linea tensione cabina alimentazione distribuzione tensione rete causa maltempo approvvigionamento rete alimentazione tempo rete distribuzione centrale acquedotto approvvigionamento area,  true
13628, maltempo elettrico distribuzione rete canale territorio ,  false
13629, corrente auto energia zona incidente ferito ponte fuoco sicurezza energia auto cabina distribuzione soccorso ,  false
13630,guasto rete acqua guasto rete mancanza acqua calo pressione problema network programma comune guasto rete guasto mancanza acqua calo pressione lavoro intervento disservizio zona area zona rottura tubo struttura problema ,  true
13631,maltempo temporale blackout buio elettrico temporale buio conseguenza guasto linea tensione cabina alimentazione distribuzione tensione rete causa maltempo approvvigionamento rete alimentazione tempo rete distribuzione centrale acquedotto approvvigionamento area,  true
13632, maltempo elettrico distribuzione rete canale territorio ,  false
13633,blackout buio energia temporale blackout energia disservizio fulmine centralina zona acqua problema alimentazione lavoro problema elettrico lavoro lavoro problema elettrico alimentazione flusso elettrico notizia zona buio,  true
13634, interruzione scuola sospensione interruzione fornitura manutenzione acquedotto interruzione fornitura chiusura sospensione servizio sostituzione sostituzione disagio zona frazione interruzione ,  false
13635, interruzione provincia causa acqua provincia zona ,  false
13636,guasto rete acqua zona acqua zona causa guasto notizia causa guasto rete interruzione lavoro problema ,  true
13637,maltempo temporale blackout buio elettrico temporale buio conseguenza guasto linea tensione cabina alimentazione distribuzione tensione rete causa maltempo approvvigionamento rete alimentazione tempo rete distribuzione centrale acquedotto approvvigionamento area,  true
13638, interruzione provincia causa acqua provincia zona ,  false
13639,guasto acqua acqua pressione acqua zona disagio causa guasto rete distribuzione comune capoluogo pressione intervento riparazione ripristino servizio acqua tempo guasto acqua guasto acqua scuola ,  true
13640,guasto rete acqua zona acqua zona causa guasto notizia causa guasto rete interruzione lavoro problema ,  true
13641, maltempo maltempo acqua pioggia crisi ondata maltempo acqua casa acqua carreggiata allarme transito strada collegamento territorio paura area disagio transito causa allaccio rete pioggia problematica rischio crollo regione ondata linea lavoro lavoro auto paura ,  false
13642,maltempo vento ,  false
13643,maltempo impianto ,  false
13644,sospensione sospensione ,  false
13645, rete sospensione erogazione acqua rete sospensione erogazione acqua rete urgenza servizio erogazione campo informazione utenza ,  false
13646,provincia rete manutenzione servizio provincia manutenzione serbatoio comune sospensione flusso incrocio incrocio incrocio ripristino servizio manutenzione serbatoio comune sospensione flusso territorio ripristino servizio manutenzione rete comune causa sospensione servizio territorio manutenzione rete sospensione flusso ,  false
13647, centralina ponte strada fuoco sicurezza energia auto danno cabina distribuzione soccorso ,  false
13648, blackout maltempo blackout maltempo blackout energia maltempo pioggia vento allerta protezione pioggia fiume allarme allerta blackout maltempo ,  true
13649, interruzione energia interruzione energia sospensione energia energia distribuzione intervento energia chiusura perdita lavoro ,  false
13650, linea linea ,  false
13651, energia intervento distribuzione territorio interruzione energia causa intervento tecnico distribuzione intervento sicurezza riparazione sostituzione trasformatore cabina sicurezza zona intervento sicurezza interruzione ,  true
13652,maltempo blackout buio elettrico temporale buio conseguenza ,  true
13653, rete rete rete malfunzionamento erogazione acqua causa causa problema manutenzione rete acquedotto acqua intervento urgenza problema rete manutenzione popolazione tubo acquedotto acqua quadro paese ,  true
13654,guasto rete guasto rete acqua causa guasto ripristino lavoro auto tubo acqua acqua tecnico causa guasto acquedotto fornitura comune ripristino servizio tubo acqua acqua tecnico ,  true
13655,maltempo guasto elettrico problema elettrico acquedotto approvvigionamento alimentazione rete ,  false
13656, sospensione servizio ,  false
13657,provincia rete manutenzione servizio provincia manutenzione serbatoio comune sospensione flusso incrocio incrocio incrocio ripristino servizio manutenzione serbatoio comune sospensione flusso territorio ripristino servizio manutenzione rete comune causa sospensione servizio territorio manutenzione rete sospensione flusso ,  false
13658, interruzione scuola sospensione interruzione fornitura manutenzione acquedotto interruzione fornitura chiusura sospensione servizio sostituzione sostituzione disagio zona frazione interruzione ,  false
13659,maltempo blackout buio elettrico temporale buio conseguenza ,  true
13660, rete acqua rete distribuzione erogazione capoluogo zona pressione interruzione infrastruttura servizio tempo capoluogo collegamento condotta sostituzione capoluogo approvvigionamento servizio fornitura ospedale territorio interruzione approvvigionamento area area comunicazione gestore interruzione servizio telefonia comune intervento erogazione sospensione erogazione azienda comune sospensione carreggiata intervento comune protezione ,  false
13661, interruzione servizio interruzione servizio manutenzione rete interruzione distribuzione acqua pressione acqua maltempo intervento azienda disagio intervento ,  false
13662, incendio acqua emergenza incendio acqua emergenza cisterna frazione acqua emergenza protezione cisterna squadra protezione approvvigionamento acqua interruzione servizio comune distribuzione acqua incendio deposito acqua interruzione servizio comune protezione protezione ,  false
13663, interruzione energia interruzione energia sospensione energia energia distribuzione intervento energia chiusura perdita lavoro ,  false
13664, interruzione energia interruzione energia ,  false
13665, danno rete erogazione danno rete erogazione rete sospensione erogazione acqua danno condotta stazione interruzione servizio lavoro erogazione acqua condotta ripristino pressione stazione ,  false
13666,maltempo provincia luce allarme maltempo provincia luce auto manutenzione provincia vento auto zona polizia ,  false
13667,maltempo vento provincia vento strada albero auto fuoco ,  false
13668, maltempo maltempo allerta protezione provincia treno morto maltempo provincia allerta protezione allerta protezione maltempo territorio vento pioggia fuoco provincia maltempo provincia allerta protezione maltempo ,  false
13669, interruzione scuola sospensione interruzione fornitura manutenzione acquedotto interruzione fornitura chiusura sospensione servizio sostituzione sostituzione disagio zona frazione interruzione ,  false
13670, sospensione erogazione lavoro ,  false
13671, rete acqua rete distribuzione comune erogazione capoluogo zona pressione interruzione infrastruttura servizio tempo capoluogo collegamento condotta sostituzione capoluogo approvvigionamento servizio fornitura ospedale territorio interruzione approvvigionamento area area comunicazione gestore interruzione servizio telefonia comune intervento erogazione sospensione erogazione comune sospensione carreggiata intervento comune protezione comune ,  false
